Date	x	pourc	y
2020-11-19T12:00:00.000+0000	1605787200000	5.111	47:86:38
2020-11-18T12:00:00.000+0000	1605700800000	5.277	47:86:38
2020-11-17T12:00:00.000+0000	1605614400000	5.469	47:86:38
2020-11-16T12:00:00.000+0000	1605528000000	5.922	47:86:38
2020-11-15T12:00:00.000+0000	1605441600000	6.984	47:86:38
2020-11-14T12:00:00.000+0000	1605355200000	7.757	47:86:38
2020-11-13T12:00:00.000+0000	1605268800000	8.95	47:86:38
2020-11-12T12:00:00.000+0000	1605182400000	9.97	47:86:38
2020-11-11T12:00:00.000+0000	1605096000000	10.647	47:86:38
2020-11-10T12:00:00.000+0000	1605009600000	11.053	47:86:38
2020-11-09T12:00:00.000+0000	1604923200000	11.548	47:86:38
2020-11-08T12:00:00.000+0000	1604836800000	12.65	47:86:38
2020-11-07T12:00:00.000+0000	1604750400000	14.017	47:86:38
2020-11-06T12:00:00.000+0000	1604664000000	15.702	47:86:38
2020-11-05T12:00:00.000+0000	1604577600000	17.638	47:86:38
2020-11-04T12:00:00.000+0000	1604491200000	18.957	47:86:38
2020-11-03T12:00:00.000+0000	1604404800000	19.856	47:86:38
2020-11-02T12:00:00.000+0000	1604318400000	20.197	47:86:38
2020-11-01T12:00:00.000+0000	1604232000000	19.867	47:86:38
2020-10-31T12:00:00.000+0000	1604145600000	19.675	47:86:38
2020-10-30T12:00:00.000+0000	1604059200000	19.528	47:86:38
2020-10-29T12:00:00.000+0000	1603972800000	19.849	47:86:38
2020-10-28T12:00:00.000+0000	1603886400000	20.943	47:86:38
2020-10-27T12:00:00.000+0000	1603800000000	23.07	47:86:38
2020-10-26T12:00:00.000+0000	1603713600000	26.062	47:86:38
2020-10-25T12:00:00.000+0000	1603627200000	29.537	47:86:38
2020-10-24T12:00:00.000+0000	1603540800000	32.472	47:86:38
2020-10-23T12:00:00.000+0000	1603454400000	34.316	47:86:38
2020-10-22T12:00:00.000+0000	1603368000000	34.758	47:86:38
2020-10-21T12:00:00.000+0000	1603281600000	33.338	47:86:38
2020-10-20T12:00:00.000+0000	1603195200000	30.625	47:86:38
2020-10-19T12:00:00.000+0000	1603108800000	26.456	47:86:38
2020-10-18T12:00:00.000+0000	1603022400000	21.95	47:86:38
2020-10-17T12:00:00.000+0000	1602936000000	18.283	47:86:38
2020-10-16T12:00:00.000+0000	1602849600000	15.575	47:86:38
2020-10-15T12:00:00.000+0000	1602763200000	15.154	47:86:38
2020-10-14T12:00:00.000+0000	1602676800000	15.374	47:86:38
2020-10-13T12:00:00.000+0000	1602590400000	16.4	47:86:38
2020-10-12T12:00:00.000+0000	1602504000000	17.197	47:86:38
2020-10-11T12:00:00.000+0000	1602417600000	17.29	47:86:38
2020-10-10T12:00:00.000+0000	1602331200000	16.932	47:86:38
2020-10-09T12:00:00.000+0000	1602244800000	15.975	47:86:38
2020-10-08T12:00:00.000+0000	1602158400000	15.294	47:86:38
2020-10-07T12:00:00.000+0000	1602072000000	15.455	47:86:38
2020-10-06T12:00:00.000+0000	1601985600000	15.934	47:86:38
2020-10-05T12:00:00.000+0000	1601899200000	17.046	47:86:38
2020-10-04T12:00:00.000+0000	1601812800000	18.427	47:86:38
2020-10-03T12:00:00.000+0000	1601726400000	20.535	47:86:38
2020-10-02T12:00:00.000+0000	1601640000000	22.943	47:86:38
2020-10-01T12:00:00.000+0000	1601553600000	25.446	47:86:38
2020-09-30T12:00:00.000+0000	1601467200000	27.841	47:86:38
2020-09-29T12:00:00.000+0000	1601380800000	29.46	47:86:38
2020-09-28T12:00:00.000+0000	1601294400000	29.954	47:86:38
2020-09-27T12:00:00.000+0000	1601208000000	31.196	47:86:38
2020-09-26T12:00:00.000+0000	1601121600000	32.232	47:86:38
2020-09-25T12:00:00.000+0000	1601035200000	32.067	47:86:38
2020-09-24T12:00:00.000+0000	1600948800000	33.217	47:86:38
2020-09-23T12:00:00.000+0000	1600862400000	34.47	47:86:38
2020-09-22T12:00:00.000+0000	1600776000000	35.673	47:86:38
2020-09-21T12:00:00.000+0000	1600689600000	37.744	47:86:38
2020-09-20T12:00:00.000+0000	1600603200000	40.216	47:86:38
2020-09-19T12:00:00.000+0000	1600516800000	42.322	47:86:38
2020-09-18T12:00:00.000+0000	1600430400000	44.01	47:86:38
2020-09-17T12:00:00.000+0000	1600344000000	45.664	47:86:38
2020-09-16T12:00:00.000+0000	1600257600000	47.352	47:86:38
2020-09-15T12:00:00.000+0000	1600171200000	47.442	47:86:38
2020-09-14T12:00:00.000+0000	1600084800000	46.874	47:86:38
2020-09-13T12:00:00.000+0000	1599998400000	46.117	47:86:38
2020-09-12T12:00:00.000+0000	1599912000000	44.177	47:86:38
2020-09-11T12:00:00.000+0000	1599825600000	42.949	47:86:38
2020-09-10T12:00:00.000+0000	1599739200000	41.49	47:86:38
2020-09-09T12:00:00.000+0000	1599652800000	39.62	47:86:38
2020-09-08T12:00:00.000+0000	1599566400000	38.927	47:86:38
2020-09-07T12:00:00.000+0000	1599480000000	39.201	47:86:38
2020-09-06T12:00:00.000+0000	1599393600000	39.655	47:86:38
2020-09-05T12:00:00.000+0000	1599307200000	39.97	47:86:38
2020-09-04T12:00:00.000+0000	1599220800000	40.568	47:86:38
2020-09-03T12:00:00.000+0000	1599134400000	41.634	47:86:38
2020-09-02T12:00:00.000+0000	1599048000000	43.169	47:86:38
2020-09-01T12:00:00.000+0000	1598961600000	43.762	47:86:38
2020-08-31T12:00:00.000+0000	1598875200000	44.794	47:86:38
2020-08-30T12:00:00.000+0000	1598788800000	45.717	47:86:38
2020-08-29T12:00:00.000+0000	1598702400000	46.915	47:86:38
2020-08-28T12:00:00.000+0000	1598616000000	48.015	47:86:38
2020-08-27T12:00:00.000+0000	1598529600000	48.273	47:86:38
2020-08-26T12:00:00.000+0000	1598443200000	49.514	47:86:38
2020-08-25T12:00:00.000+0000	1598356800000	49.473	47:86:38
2020-08-24T12:00:00.000+0000	1598270400000	48.847	47:86:38
2020-08-23T12:00:00.000+0000	1598184000000	47.421	47:86:38
2020-08-22T12:00:00.000+0000	1598097600000	45.987	47:86:38
2020-08-21T12:00:00.000+0000	1598011200000	45.519	47:86:38
2020-08-20T12:00:00.000+0000	1597924800000	45.163	47:86:38
2020-08-19T12:00:00.000+0000	1597838400000	45.105	47:86:38
2020-08-18T12:00:00.000+0000	1597752000000	45.501	47:86:38
2020-08-17T12:00:00.000+0000	1597665600000	46.715	47:86:38
2020-08-16T12:00:00.000+0000	1597579200000	47.07	47:86:38
2020-08-15T12:00:00.000+0000	1597492800000	46.711	47:86:38
2020-08-14T12:00:00.000+0000	1597406400000	46.418	47:86:38
2020-08-13T12:00:00.000+0000	1597320000000	48.173	47:86:38
2020-08-12T12:00:00.000+0000	1597233600000	49.093	47:86:38
2020-08-11T12:00:00.000+0000	1597147200000	48.519	47:86:38
2020-08-10T12:00:00.000+0000	1597060800000	48.649	47:86:38
2020-08-09T12:00:00.000+0000	1596974400000	48.349	47:86:38
2020-08-08T12:00:00.000+0000	1596888000000	48.306	47:86:38
2020-08-07T12:00:00.000+0000	1596801600000	48.846	47:86:38
2020-08-06T12:00:00.000+0000	1596715200000	49.477	47:86:38
2020-08-05T12:00:00.000+0000	1596628800000	50.189	47:86:38
2020-08-04T12:00:00.000+0000	1596542400000	51.038	47:86:38
2020-08-03T12:00:00.000+0000	1596456000000	52.34	47:86:38
2020-08-02T12:00:00.000+0000	1596369600000	53.065	47:86:38
2020-08-01T12:00:00.000+0000	1596283200000	54.075	47:86:38
2020-07-31T12:00:00.000+0000	1596196800000	55.897	47:86:38
2020-07-30T12:00:00.000+0000	1596110400000	58.543	47:86:38
2020-07-29T12:00:00.000+0000	1596024000000	60.563	47:86:38
2020-07-28T12:00:00.000+0000	1595937600000	62.778	47:86:38
2020-07-27T12:00:00.000+0000	1595851200000	65.198	47:86:38
2020-07-26T12:00:00.000+0000	1595764800000	67.16	47:86:38
2020-07-25T12:00:00.000+0000	1595678400000	69.092	47:86:38
2020-07-24T12:00:00.000+0000	1595592000000	71.006	47:86:38
2020-07-23T12:00:00.000+0000	1595505600000	72.482	47:86:38
2020-07-22T12:00:00.000+0000	1595419200000	74.593	47:86:38
2020-07-21T12:00:00.000+0000	1595332800000	72.117	47:86:38
2020-07-20T12:00:00.000+0000	1595246400000	70.745	47:86:38
2020-07-19T12:00:00.000+0000	1595160000000	69.21	47:86:38
2020-07-18T12:00:00.000+0000	1595073600000	68.513	47:86:38
2020-07-17T12:00:00.000+0000	1594987200000	68.417	47:86:38
2020-07-16T12:00:00.000+0000	1594900800000	69.032	47:86:38
2020-07-15T12:00:00.000+0000	1594814400000	70.15	47:86:38
2020-07-12T12:00:00.000+0000	1594555200000	71.903	42:15:0C
2020-07-11T12:00:00.000+0000	1594468800000	74.375	42:15:0C
2020-07-10T12:00:00.000+0000	1594382400000	77.322	42:15:0C
2020-07-09T12:00:00.000+0000	1594296000000	80.583	42:15:0C
2020-07-08T12:00:00.000+0000	1594209600000	83.92	42:15:0C
2020-07-07T12:00:00.000+0000	1594123200000	86.985	42:15:0C
2020-07-06T12:00:00.000+0000	1594036800000	90.104	42:15:0C
2020-07-05T12:00:00.000+0000	1593950400000	89.186	42:15:0C
2020-07-04T12:00:00.000+0000	1593864000000	90.646	42:15:0C
2020-07-03T12:00:00.000+0000	1593777600000	91.93	42:15:0C
2020-07-02T12:00:00.000+0000	1593691200000	93.081	42:15:0C
2020-07-01T12:00:00.000+0000	1593604800000	93.98	42:15:0C
2020-06-30T12:00:00.000+0000	1593518400000	94.495	42:15:0C
2020-06-29T12:00:00.000+0000	1593432000000	94.766	42:15:0C
2020-06-28T12:00:00.000+0000	1593345600000	94.974	42:15:0C
2020-06-27T12:00:00.000+0000	1593259200000	95	42:15:0C
2020-06-26T12:00:00.000+0000	1593172800000	95	42:15:0C
2020-06-25T12:00:00.000+0000	1593086400000	95	42:15:0C
2020-06-24T12:00:00.000+0000	1593000000000	95	42:15:0C
2020-06-23T12:00:00.000+0000	1592913600000	95	42:15:0C
2020-06-22T12:00:00.000+0000	1592827200000	94.996	42:15:0C
2020-06-21T12:00:00.000+0000	1592740800000	94.998	42:15:0C
2020-06-20T12:00:00.000+0000	1592654400000	95	42:15:0C
2020-06-19T12:00:00.000+0000	1592568000000	95	42:15:0C
2020-06-18T12:00:00.000+0000	1592481600000	95	42:15:0C
2020-06-17T12:00:00.000+0000	1592395200000	94.999	42:15:0C
2020-06-16T12:00:00.000+0000	1592308800000	94.999	42:15:0C
2020-06-15T12:00:00.000+0000	1592222400000	94.998	42:15:0C
2020-06-14T12:00:00.000+0000	1592136000000	95	42:15:0C
2020-06-13T12:00:00.000+0000	1592049600000	94.993	42:15:0C
2020-06-12T12:00:00.000+0000	1591963200000	94.987	42:15:0C
2020-06-11T12:00:00.000+0000	1591876800000	94.983	42:15:0C
2020-06-10T12:00:00.000+0000	1591790400000	94.98	42:15:0C
2020-06-09T12:00:00.000+0000	1591704000000	94.979	42:15:0C
2020-06-08T12:00:00.000+0000	1591617600000	94.979	42:15:0C
2020-06-07T12:00:00.000+0000	1591531200000	94.98	42:15:0C
2020-06-06T12:00:00.000+0000	1591444800000	94.982	42:15:0C
2020-06-05T12:00:00.000+0000	1591358400000	94.985	42:15:0C
2020-06-04T12:00:00.000+0000	1591272000000	94.989	42:15:0C
2020-06-03T12:00:00.000+0000	1591185600000	94.994	42:15:0C
2020-06-02T12:00:00.000+0000	1591099200000	94.998	42:15:0C
2020-06-01T12:00:00.000+0000	1591012800000	95	42:15:0C
2020-05-31T12:00:00.000+0000	1590926400000	95	42:15:0C
2020-05-30T12:00:00.000+0000	1590840000000	94.996	42:15:0C
2020-05-29T12:00:00.000+0000	1590753600000	94.995	42:15:0C
2020-05-28T12:00:00.000+0000	1590667200000	94.992	42:15:0C
2020-05-27T12:00:00.000+0000	1590580800000	94.989	42:15:0C
2020-05-26T12:00:00.000+0000	1590494400000	94.983	42:15:0C
2020-05-25T12:00:00.000+0000	1590408000000	94.976	42:15:0C
2020-05-24T12:00:00.000+0000	1590321600000	94.965	42:15:0C
2020-05-23T12:00:00.000+0000	1590235200000	94.945	42:15:0C
2020-05-22T12:00:00.000+0000	1590148800000	94.934	42:15:0C
2020-05-21T12:00:00.000+0000	1590062400000	94.879	42:15:0C
2020-05-20T12:00:00.000+0000	1589976000000	94.697	42:15:0C
2020-05-19T12:00:00.000+0000	1589889600000	94.493	42:15:0C
2020-05-18T12:00:00.000+0000	1589803200000	94.278	42:15:0C
2020-05-17T12:00:00.000+0000	1589716800000	94.032	42:15:0C
2020-05-16T12:00:00.000+0000	1589630400000	93.825	42:15:0C
2020-05-15T12:00:00.000+0000	1589544000000	93.692	42:15:0C
2020-05-14T12:00:00.000+0000	1589457600000	93.629	42:15:0C
2020-05-13T12:00:00.000+0000	1589371200000	93.617	42:15:0C
2020-05-12T12:00:00.000+0000	1589284800000	93.635	42:15:0C
2020-05-11T12:00:00.000+0000	1589198400000	93.785	42:15:0C
2020-05-10T12:00:00.000+0000	1589112000000	93.38	42:15:0C
2020-05-09T12:00:00.000+0000	1589025600000	92.662	42:15:0C
2020-05-08T12:00:00.000+0000	1588939200000	91.61	42:15:0C
2020-05-07T12:00:00.000+0000	1588852800000	90.57	42:15:0C
2020-05-06T12:00:00.000+0000	1588766400000	89.761	42:15:0C
2020-05-05T12:00:00.000+0000	1588680000000	89.266	42:15:0C
2020-05-04T12:00:00.000+0000	1588593600000	89.109	42:15:0C
2020-05-03T12:00:00.000+0000	1588507200000	88.659	42:15:0C
2020-05-02T12:00:00.000+0000	1588420800000	88.264	42:15:0C
2020-05-01T12:00:00.000+0000	1588334400000	87.828	42:15:0C
2020-04-30T12:00:00.000+0000	1588248000000	86.872	42:15:0C
2020-04-29T12:00:00.000+0000	1588161600000	85.679	42:15:0C
2020-04-28T12:00:00.000+0000	1588075200000	84.252	42:15:0C
2020-04-27T12:00:00.000+0000	1587988800000	82.595	42:15:0C
2020-04-26T12:00:00.000+0000	1587902400000	80.387	42:15:0C
2020-04-25T12:00:00.000+0000	1587816000000	77.638	42:15:0C
2020-04-24T12:00:00.000+0000	1587729600000	75.19	42:15:0C
2020-04-23T12:00:00.000+0000	1587643200000	72.535	42:15:0C
2020-04-22T12:00:00.000+0000	1587556800000	70.376	42:15:0C
2020-04-21T12:00:00.000+0000	1587470400000	68.312	42:15:0C
2020-04-20T12:00:00.000+0000	1587384000000	66.511	42:15:0C
2020-04-19T12:00:00.000+0000	1587297600000	64.59	42:15:0C
2020-04-18T12:00:00.000+0000	1587211200000	62.837	42:15:0C
2020-04-17T12:00:00.000+0000	1587124800000	61.261	42:15:0C
2020-04-16T12:00:00.000+0000	1587038400000	59.125	42:15:0C
2020-04-15T12:00:00.000+0000	1586952000000	57.718	42:15:0C
2020-04-14T12:00:00.000+0000	1586865600000	56.588	42:15:0C
2020-04-13T12:00:00.000+0000	1586779200000	55.571	42:15:0C
2020-04-12T12:00:00.000+0000	1586692800000	54.655	42:15:0C
2020-04-11T12:00:00.000+0000	1586606400000	53.932	42:15:0C
2020-04-10T12:00:00.000+0000	1586520000000	53.413	42:15:0C
2020-04-09T12:00:00.000+0000	1586433600000	52.583	42:15:0C
2020-04-08T12:00:00.000+0000	1586347200000	52.114	42:15:0C
2020-04-07T12:00:00.000+0000	1586260800000	51.428	42:15:0C
2020-04-06T12:00:00.000+0000	1586174400000	51.118	42:15:0C
2020-04-05T12:00:00.000+0000	1586088000000	51.15	42:15:0C
2020-04-04T12:00:00.000+0000	1586001600000	50.89	42:15:0C
2020-04-03T12:00:00.000+0000	1585915200000	50.741	42:15:0C
2020-04-02T12:00:00.000+0000	1585828800000	50.433	42:15:0C
2020-04-01T12:00:00.000+0000	1585742400000	50.565	42:15:0C
2020-03-31T12:00:00.000+0000	1585656000000	50.414	42:15:0C
2020-03-30T12:00:00.000+0000	1585569600000	49.968	42:15:0C
2020-03-29T12:00:00.000+0000	1585483200000	49.499	42:15:0C
2020-03-28T12:00:00.000+0000	1585396800000	49.288	42:15:0C
2020-03-27T12:00:00.000+0000	1585310400000	48.748	42:15:0C
2020-03-26T12:00:00.000+0000	1585224000000	48.381	42:15:0C
2020-03-25T12:00:00.000+0000	1585137600000	47.418	42:15:0C
2020-03-24T12:00:00.000+0000	1585051200000	46.137	42:15:0C
2020-03-23T12:00:00.000+0000	1584964800000	45.184	42:15:0C
2020-03-22T12:00:00.000+0000	1584878400000	44.559	42:15:0C
2020-03-21T12:00:00.000+0000	1584792000000	43.432	42:15:0C
2020-03-20T12:00:00.000+0000	1584705600000	42.472	42:15:0C
2020-03-19T12:00:00.000+0000	1584619200000	41.75	42:15:0C
2020-03-18T12:00:00.000+0000	1584532800000	40.742	42:15:0C
2020-03-17T12:00:00.000+0000	1584446400000	39.999	42:15:0C
2020-03-16T12:00:00.000+0000	1584360000000	38.908	42:15:0C
2020-03-15T12:00:00.000+0000	1584273600000	37.675	42:15:0C
2020-03-14T12:00:00.000+0000	1584187200000	36.494	42:15:0C
2020-03-13T12:00:00.000+0000	1584100800000	35.259	42:15:0C
2020-03-12T12:00:00.000+0000	1584014400000	33.73	42:15:0C
2020-03-11T12:00:00.000+0000	1583928000000	31.42	42:15:0C
2020-03-10T12:00:00.000+0000	1583841600000	29.896	42:15:0C
2020-03-09T12:00:00.000+0000	1583755200000	28.899	42:15:0C
2020-03-08T12:00:00.000+0000	1583668800000	27.492	42:15:0C
2020-03-07T12:00:00.000+0000	1583582400000	26.511	42:15:0C
2020-03-06T12:00:00.000+0000	1583496000000	26.039	42:15:0C
2020-03-05T12:00:00.000+0000	1583409600000	26.425	42:15:0C
2020-03-04T12:00:00.000+0000	1583323200000	26.988	42:15:0C
2020-03-03T12:00:00.000+0000	1583236800000	28.056	42:15:0C
2020-03-02T12:00:00.000+0000	1583150400000	28.534	42:15:0C
2020-03-01T12:00:00.000+0000	1583064000000	29.313	42:15:0C
2020-02-29T12:00:00.000+0000	1582977600000	30.277	42:15:0C
2020-02-28T12:00:00.000+0000	1582891200000	31.39	42:15:0C
2020-02-27T12:00:00.000+0000	1582804800000	32.188	42:15:0C
2020-02-26T12:00:00.000+0000	1582718400000	32.785	42:15:0C
2020-02-25T12:00:00.000+0000	1582632000000	33.848	42:15:0C
2020-02-24T12:00:00.000+0000	1582545600000	34.402	42:15:0C
2020-02-23T12:00:00.000+0000	1582459200000	34.277	42:15:0C
2020-02-22T12:00:00.000+0000	1582372800000	35.484	42:15:0C
2020-02-21T12:00:00.000+0000	1582286400000	36.548	42:15:0C
2020-02-20T12:00:00.000+0000	1582200000000	37.981	42:15:0C
2020-02-19T12:00:00.000+0000	1582113600000	38.675	42:15:0C
2020-02-18T12:00:00.000+0000	1582027200000	39.252	42:15:0C
2020-02-17T12:00:00.000+0000	1581940800000	39.487	42:15:0C
2020-02-16T12:00:00.000+0000	1581854400000	39.766	42:15:0C
2020-02-15T12:00:00.000+0000	1581768000000	40.154	42:15:0C
2020-02-14T12:00:00.000+0000	1581681600000	40.297	42:15:0C
2020-02-13T12:00:00.000+0000	1581595200000	40.012	42:15:0C
2020-02-12T12:00:00.000+0000	1581508800000	39.503	42:15:0C
2020-02-11T12:00:00.000+0000	1581422400000	38.792	42:15:0C
2020-02-10T12:00:00.000+0000	1581336000000	37.327	42:15:0C
2020-02-09T12:00:00.000+0000	1581249600000	36.416	42:15:0C
2020-02-08T12:00:00.000+0000	1581163200000	36.019	42:15:0C
2020-02-07T12:00:00.000+0000	1581076800000	35.057	42:15:0C
2020-02-06T12:00:00.000+0000	1580990400000	34.447	42:15:0C
2020-02-05T12:00:00.000+0000	1580904000000	33.084	42:15:0C
2020-02-04T12:00:00.000+0000	1580817600000	31.657	42:15:0C
2020-02-03T12:00:00.000+0000	1580731200000	29.103	42:15:0C
2020-02-02T12:00:00.000+0000	1580644800000	25.722	42:15:0C
2020-02-01T12:00:00.000+0000	1580558400000	22.046	42:15:0C
2020-01-31T12:00:00.000+0000	1580472000000	18.128	42:15:0C
2020-01-30T12:00:00.000+0000	1580385600000	14.936	42:15:0C
2020-01-29T12:00:00.000+0000	1580299200000	11.694	42:15:0C
2020-01-28T12:00:00.000+0000	1580212800000	8.519	42:15:0C
2020-01-27T12:00:00.000+0000	1580126400000	5.463	42:15:0C
2020-01-26T12:00:00.000+0000	1580040000000	3.797	42:15:0C
2020-01-25T12:00:00.000+0000	1579953600000	2.573	42:15:0C
2020-01-24T12:00:00.000+0000	1579867200000	2.264	42:15:0C
2020-01-23T12:00:00.000+0000	1579780800000	2.825	42:15:0C
2020-01-22T12:00:00.000+0000	1579694400000	3.711	42:15:0C
2020-01-21T12:00:00.000+0000	1579608000000	4.504	42:15:0C
2020-01-20T12:00:00.000+0000	1579521600000	4.471	42:15:0C
2020-01-19T12:00:00.000+0000	1579435200000	4.219	42:15:0C
2020-01-18T12:00:00.000+0000	1579348800000	3.897	42:15:0C
2020-01-17T12:00:00.000+0000	1579262400000	3.807	42:15:0C
2020-01-16T12:00:00.000+0000	1579176000000	3.875	42:15:0C
2020-01-15T12:00:00.000+0000	1579089600000	3.717	42:15:0C
2020-01-14T12:00:00.000+0000	1579003200000	3.488	42:15:0C
2020-01-13T12:00:00.000+0000	1578916800000	3.593	42:15:0C
2020-01-12T12:00:00.000+0000	1578830400000	3.446	42:15:0C
2020-01-11T12:00:00.000+0000	1578744000000	3.467	42:15:0C
2020-01-10T12:00:00.000+0000	1578657600000	3.725	42:15:0C
2020-01-09T12:00:00.000+0000	1578571200000	4.251	42:15:0C
2020-01-08T12:00:00.000+0000	1578484800000	5.049	42:15:0C
2020-01-07T12:00:00.000+0000	1578398400000	5.199	42:15:0C
2020-01-06T12:00:00.000+0000	1578312000000	5.251	42:15:0C
2020-01-05T12:00:00.000+0000	1578225600000	5.173	42:15:0C
2020-01-04T12:00:00.000+0000	1578139200000	4.794	42:15:0C
2020-01-03T12:00:00.000+0000	1578052800000	4.219	42:15:0C
2020-01-02T12:00:00.000+0000	1577966400000	3.588	42:15:0C
2020-01-01T12:00:00.000+0000	1577880000000	3.463	42:15:0C
